ImageID,XMin,XMax,YMin,YMax,URL,Downloaded
001fba4728544c2e,0.615683,0.6358699999999999,0.5255350000000001,0.573311,https://c7.staticflickr.com/4/3133/2843090677_7ece6daf2e_o.jpg,True
0026b117bb17880a,0.039375,0.108125,0.4425,0.554167,https://c3.staticflickr.com/9/8387/8516443607_2f67c56142_o.jpg,True
0062d9a5fb4913ce,0.0,0.16739400000000002,0.291667,0.8815790000000001,https://c7.staticflickr.com/1/237/521768327_d320023a47_o.jpg,True
0121f9c615042091,0.685,0.78125,0.526365,0.669492,https://farm2.staticflickr.com/2884/9210835979_c6c859c4ed_o.jpg,True
01550f1b9680c4ce,0.0,0.573,0.279167,0.794167,https://c7.staticflickr.com/9/8117/8677116285_18ec7caedc_o.jpg,True
017f45b1410d3ddb,0.446667,0.608333,0.294375,0.4925,https://c4.staticflickr.com/2/1304/4701979613_afffe11527_o.jpg,True
01a021697ff040bd,0.390833,0.735,0.382222,0.913333,https://c6.staticflickr.com/9/8520/8671026411_707c19183b_o.jpg,True
0257eeda008582ab,0.516875,0.805625,0.441643,0.8534079999999999,https://c4.staticflickr.com/4/3203/2740570580_d5bbb21db7_o.jpg,True
02c05d5fcae7b5d9,0.38125,0.821875,0.281667,0.9125,https://c2.staticflickr.com/6/5324/8755288006_260d6fb28d_o.jpg,True
036ca96be461e0e9,0.224958,0.73854,0.10875699999999999,0.692797,https://c2.staticflickr.com/1/87/265469262_02cf5f963a_o.jpg,True
0378cdb594c70f0c,0.24625,0.760625,0.16833299999999998,0.781667,https://c5.staticflickr.com/4/3398/3212800137_4c8e3d35aa_o.jpg,True
03e7e1bdf3f1a786,0.337838,0.669764,0.215625,0.46875,https://farm7.staticflickr.com/4047/4283125386_24a774df33_o.jpg,True
03faf8b9a0ba1fff,0.32416500000000004,0.912574,0.574734,0.9537209999999999,https://c8.staticflickr.com/3/2118/2386623368_1c6acb14c0_o.jpg,True
04300b302e117981,0.10859400000000001,0.9992190000000001,0.154167,0.753125,https://farm2.staticflickr.com/17/22205084_f71eb5e51f_o.jpg,True
04405957b0778fbb,0.395,0.565,0.0,0.267,https://c4.staticflickr.com/3/2140/2327898799_12ccbaeb26_o.jpg,True
049f652ae942fb61,0.0975,0.135625,0.687625,0.7574850000000001,https://farm2.staticflickr.com/3901/14752256749_b08fb23931_o.jpg,True
04afaf46b27357dd,0.486875,0.603125,0.630292,0.933208,https://c6.staticflickr.com/6/5595/14706125146_443927cab5_o.jpg,True
0526a593b144a52b,0.008125,0.9825,0.008125,0.999375,https://c4.staticflickr.com/8/7021/6720472267_79f1802698_o.jpg,True
0631bf1ccff448a2,0.71375,0.875625,0.01,0.37916700000000003,https://farm3.staticflickr.com/7364/9059404350_42ae1f57df_o.jpg,True
064c8f87036a9dfe,0.135625,0.426875,0.0575,0.601667,https://c7.staticflickr.com/4/3313/4595946699_b328bbb31f_o.jpg,True
06db4f83f1ef0286,0.641875,0.7275,0.291745,0.44934300000000005,https://farm7.staticflickr.com/5272/7083535425_b8401ed362_o.jpg,True
06e9a81ceb6769a3,0.594375,0.825,0.46848500000000004,0.8090310000000001,https://farm4.staticflickr.com/3117/2553107404_00bfde4224_o.jpg,True
0748104eb11ef902,0.146341,0.829268,0.181875,0.7175,https://farm3.staticflickr.com/3209/2346933558_fd9f4692c6_o.jpg,True
07e17483ddfca305,0.124375,0.3,0.1275,0.37333299999999997,https://farm6.staticflickr.com/6080/6145512797_b90010409f_o.jpg,True
0856509cf53b96bd,0.342928,0.665296,0.06140399999999999,0.471491,https://c6.staticflickr.com/1/21/34281398_82006cd737_o.jpg,True
08edcfe24b9ac578,0.528125,0.883125,0.37916700000000003,0.8475,https://c1.staticflickr.com/4/3036/2644038747_dcc2605bb0_o.jpg,True
0931fd3f5d3df378,0.706875,0.76875,0.185047,0.303738,https://c1.staticflickr.com/6/5556/14000024253_94b401202d_o.jpg,True
0950e6268fcbbe74,0.3739,0.639296,0.060547000000000004,0.37695300000000004,https://farm5.staticflickr.com/5176/5474562739_8e93a52fb3_o.jpg,True
0a83cb61efc6f78e,0.11875,0.459375,0.315,0.83,https://c7.staticflickr.com/4/3285/2706958756_a2d42dd574_o.jpg,True
0aa7275cd74e5504,0.252344,0.642969,0.384375,0.907292,https://farm5.staticflickr.com/112/293144076_5609a47aa8_o.jpg,True
0ad753ceffa31ebd,0.7275,0.865,0.2725,0.535833,https://c6.staticflickr.com/4/3718/10905690234_c2096d46e5_o.jpg,True
0b9c657f88e1bcd7,0.2525,0.37375,0.259887,0.44915299999999997,https://farm8.staticflickr.com/8008/7209852978_b608c70f2d_o.jpg,True
0bf8957f05c3bac5,0.460625,0.576875,0.449671,0.678269,https://farm6.staticflickr.com/22/34677475_496cc743f8_o.jpg,True
0bf8957f05c3bac5,0.1025,0.706875,0.444967,0.729069,https://farm6.staticflickr.com/22/34677475_496cc743f8_o.jpg,True
0c0d588ac9666163,0.635,0.67625,0.553271,0.629907,https://farm4.staticflickr.com/3260/2907303197_98892fb43f_o.jpg,True
0c0d588ac9666163,0.7175,0.87,0.041121,0.259813,https://farm4.staticflickr.com/3260/2907303197_98892fb43f_o.jpg,True
0c282a820698d0eb,0.053922000000000005,0.998366,0.01634,0.9738559999999999,https://c4.staticflickr.com/9/8154/7458259492_efc98ac218_o.jpg,True
0cb0763704936841,0.264167,0.706667,0.574375,0.933125,https://farm2.staticflickr.com/6094/6395368333_d5b958989b_o.jpg,True
0d4d61ee8b1eb9fd,0.088125,0.47625,0.262664,0.951219,https://c6.staticflickr.com/5/4067/4521286063_66226c937d_o.jpg,True
0dca51381271b79b,0.37,0.66875,0.341463,0.794559,https://c4.staticflickr.com/4/3056/2963144336_d2446a63bf_o.jpg,True
0e2ca97c3f90fe4c,0.19833299999999998,0.9,0.0025,0.6375,https://c5.staticflickr.com/1/71/155119770_f9cbae0de4_o.jpg,True
0e9977eea7587ae6,0.0875,0.57875,0.170103,0.8642610000000001,https://farm7.staticflickr.com/2021/2188782833_f8659bdb41_o.jpg,True
0f4254391f22b042,0.02125,0.98875,0.006689,0.999331,https://farm3.staticflickr.com/33/46383124_c869892fc8_o.jpg,True
0f4443f09522a880,0.28,0.72,0.10888900000000001,0.8088890000000001,https://farm1.staticflickr.com/3640/3358447311_329e0a3afe_o.jpg,True
0f4d91fa7f49403b,0.658333,0.875,0.2975,0.53375,https://c4.staticflickr.com/3/2778/4395838125_3267e2f8c8_o.jpg,True
0fd99164a507f535,0.245,0.785625,0.045833,0.8375,https://farm6.staticflickr.com/2357/2146559629_e1df19d19a_o.jpg,True
1072661d9375fd9d,0.030625,0.39,0.19833299999999998,0.7475,https://c6.staticflickr.com/4/3364/3328387196_6cb541db37_o.jpg,True
107b1376e761c8a4,0.31,0.67375,0.20666700000000002,0.694167,https://farm5.staticflickr.com/3573/3657886785_c1b6bba34f_o.jpg,True
124dd3c241af7c7e,0.0525,0.43625,0.313333,0.78,https://c7.staticflickr.com/4/3315/3663688000_b333a299b9_o.jpg,True
130ba01fe80499fb,0.216875,0.326875,0.444115,0.561066,https://c4.staticflickr.com/1/39/88123493_9f99e28a89_o.jpg,True
139b3e2764326140,0.2125,0.3125,0.195122,0.5300189999999999,https://farm1.staticflickr.com/4094/4735150123_5240d1b027_o.jpg,True
1402105170b4f9e8,0.265038,0.37030100000000005,0.406875,0.495625,https://c1.staticflickr.com/3/2571/3699326229_ba3098518c_o.jpg,True
144c1eb9990c3340,0.20875,0.848125,0.0,0.795833,https://farm1.staticflickr.com/92/237317726_6fae024c00_o.jpg,True
144c1eb9990c3340,0.2125,0.846875,0.0,0.794167,https://farm1.staticflickr.com/92/237317726_6fae024c00_o.jpg,True
149860a1740b9ff2,0.726562,0.817969,0.458333,0.618056,https://farm3.staticflickr.com/5805/20522624759_c79bdfc4aa_o.jpg,True
14f46d673892e5c6,0.498125,0.66375,0.0925,0.333333,https://farm7.staticflickr.com/3318/3542372195_046ba7c849_o.jpg,True
14f6ef3da70c7e15,0.32625,0.6325,0.258333,0.689167,https://farm6.staticflickr.com/4068/4701345277_d376594011_o.jpg,True
15835dbe3e9ed171,0.188125,0.5225,0.274319,0.766537,https://farm2.staticflickr.com/5258/5439730338_5bafeaa45d_o.jpg,True
15986b7b18a14a9f,0.351875,0.45875,0.30639099999999997,0.46052600000000005,https://c8.staticflickr.com/4/3918/14664141094_a3fdd5c0ed_o.jpg,True
15efdba06a1d64d8,0.351852,0.537037,0.348765,0.601852,https://c1.staticflickr.com/4/3661/3309545459_f54cfa6187_o.jpg,True
1633f9f22f7b2d31,0.0,0.999375,0.24484099999999998,0.738274,https://farm2.staticflickr.com/164/435952542_3dea961744_o.jpg,True
17a990113b53561b,0.49861099999999997,0.6375,0.237037,0.34074099999999996,https://c4.staticflickr.com/3/2594/5800839181_b973bfca91_o.jpg,True
1826b69aeef65da9,0.2025,0.7775,0.1275,0.915833,https://c2.staticflickr.com/6/5273/5899258686_12642ef214_o.jpg,True
18789d291dff030a,0.05625,0.1675,0.625,0.776667,https://c3.staticflickr.com/1/216/464613053_202fc6da23_o.jpg,True
1947ba1d96c443d8,0.275625,0.33,0.051667,0.258333,https://c1.staticflickr.com/8/7013/6780009291_19a97fd108_o.jpg,True
1947ba1d96c443d8,0.351875,0.46125,0.273333,0.473333,https://c1.staticflickr.com/8/7013/6780009291_19a97fd108_o.jpg,True
1947ba1d96c443d8,0.398125,0.543125,0.089167,0.2975,https://c1.staticflickr.com/8/7013/6780009291_19a97fd108_o.jpg,True
1947ba1d96c443d8,0.480625,0.625625,0.065,0.315,https://c1.staticflickr.com/8/7013/6780009291_19a97fd108_o.jpg,True
19de682af553041e,0.0,0.242896,0.092222,0.44555600000000006,https://c7.staticflickr.com/1/46/138100516_dd977b4f23_o.jpg,True
19fe5233a48e2a5d,0.27043,0.723673,0.3825,0.725625,https://c6.staticflickr.com/3/2644/4159839559_c2f9d147d3_o.jpg,True
1a925661b424e9d7,0.66875,0.98,0.466229,0.885553,https://farm8.staticflickr.com/5446/9002976500_8b129a785b_o.jpg,True
1aad1e577afed642,0.5225,0.62875,0.46654300000000004,0.645911,https://farm3.staticflickr.com/7368/12005779165_8fc52c2ca4_o.jpg,True
1b4b5ff55491907d,0.30175799999999997,0.665039,0.25,0.723958,https://c6.staticflickr.com/9/8250/8637286065_899706a912_o.jpg,True
1b747c25a12f8939,0.09625,0.38125,0.521667,0.906667,https://c2.staticflickr.com/3/2288/2006415933_9c33eae5e7_o.jpg,True
1b7749230e65e000,0.100625,0.23875,0.476667,0.668333,https://farm1.staticflickr.com/7511/15710616523_c77a51d5b1_o.jpg,True
1c079fd05e484cb8,0.488125,0.576875,0.2425,0.408333,https://c1.staticflickr.com/1/73/163847137_5fedb889f2_o.jpg,True
1cbb0b580b1f88d9,0.653125,0.72875,0.196998,0.370544,https://c2.staticflickr.com/1/407/19258913868_a9fe1c4689_o.jpg,True
1cc4614181d647ca,0.089375,0.9475,0.241379,0.999361,https://c3.staticflickr.com/4/3954/15554056708_98109cd362_o.jpg,True
1ce8ad84fb615820,0.32,0.70875,0.045,0.573333,https://farm1.staticflickr.com/3470/3897209693_e70f19aa9e_o.jpg,True
1ce8ad84fb615820,0.66625,0.89375,0.675,0.999167,https://farm1.staticflickr.com/3470/3897209693_e70f19aa9e_o.jpg,True
1db45dc54dc4daca,0.675625,0.8525,0.15449200000000002,0.397985,https://c3.staticflickr.com/1/553/19189938986_39445c1520_o.jpg,True
1fb29b715e91da3f,0.188125,0.569375,0.37916700000000003,0.850833,https://c8.staticflickr.com/1/51/136877448_29159672c0_o.jpg,True
1fd7bc9feef1265f,0.167917,0.44277700000000003,0.564375,0.78625,https://c8.staticflickr.com/5/4150/5002933314_9f666d6edd_o.jpg,True
20829e01d535b4a2,0.15625,0.47875,0.073308,0.542293,https://farm3.staticflickr.com/6196/6059773809_52bb53e094_o.jpg,True
20f8fdbe8cc43d9d,0.234375,0.36875,0.148333,0.6575,https://c6.staticflickr.com/1/37/85092168_e513133079_o.jpg,True
